企业名称,岗位,专业,数量,薪资,学历,工作性质,其他需求,邮箱
北京童程童美科技有限公司,管理培训生,不限专业,120,8000-9999,本科,全职,,61xiaoyuan@tedu.cn
北京童程童美科技有限公司,市场活动策划,"【本科】市场营销,【本科】经济学,【本科】国际经济与贸易",30,6000-7999,本科,全职,,61xiaoyuan@tedu.cn
北京童程童美科技有限公司,课程讲师,"【本科】信息与计算科学,【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】计算机科学与技术",30,6000-7999,不限,全职,,61xiaoyuan@tedu.cn
北京童程童美科技有限公司,HRBP,【本科】人力资源管理,20,4500-5999,不限,全职,,61xiaoyuan@tedu.cn
中国电建集团江西省电力建设有限公司,人力资源管理师,"【本科】人力资源管理,【本科】工商管理",4,3000-4499,本科,全职,,jxhdjsgs@126.com
中国电建集团江西省电力建设有限公司,园林设计师,"【本科】园艺,【本科】风景园林,【本科】园林",5,3000-4499,本科,全职,,jxhdjsgs@126.com
中国电建集团江西省电力建设有限公司,概预算员,【本科】工程管理,5,4500-5999,本科,全职,,jxhdjsgs@126.com
中国电建集团江西省电力建设有限公司,电气技术员,【本科】自动化,5,4500-5999,本科,全职,,jxhdjsgs@126.com
中国电建集团江西省电力建设有限公司,环保工程师,"【本科】环境科学,【本科】环境工程,【本科】环境生态工程",2,4500-5999,本科,全职,,jxhdjsgs@126.com
湖北悦联商业管理有限公司,储备干部,不限专业,100,4500-5999,本科,全职,1.年龄在21-27周岁，全日制本科及以上学历。 2.熟练WORD， EXCEL， PPT办公软件，优秀的沟通能力，富有开拓创新意识，具有吃苦耐劳的精神。  3.思维敏捷、性格开朗、勤奋乐观，具有良好的集体荣誉感。，实事求是，有上进心，性格坚韧，思维敏捷。  4.富有工作激情和热情，学习能力强，有良好的自我约束力。 ,yuehuoli@126.com
湖北悦联商业管理有限公司,实习生,不限专业,100,3000-4499,本科,全职,1.2019届应届毕业生（大四学生） ，年龄在20-27周岁，全日制本科及以上学历。 2.熟练WORD， EXCEL， PPT办公软件，优秀的沟通能力，富有开拓创新意识，具有吃苦耐劳的精神。  3.思维敏捷、性格开朗、勤奋乐观，具有良好的集体荣誉感，实事求是，有上进心，性格坚韧，思维敏捷。  4.富有工作激情和热情，学习能力强，有良好的自我约束力。,yuehuoli@126.com
圣才电子书（武汉）有限公司,总裁助理,不限专业,3,10000-14999,本科,全职,要求：本科及以上，有责任心，执行力强，能吃苦能拼命。欢迎应届生，研究生优先。 职责：（1）主管人事，主要带领人事招聘全职、兼职及老师，确保完成招聘任务。（2）主管对外合作，主要寻找有高质量面授及网课的机构，合作与谈判。（3）主管编辑及教学，主要负责公司产品（电子书、题库、视频、直播等）质量，监督保质保量上线。 待遇：月薪8000～20000元（面议）＋提成＋公司股票（免费住宿）,sc100good@163.com
圣才电子书（武汉）有限公司,电子书项目负责人,不限专业,10,15000-19999,硕士,全职,要求：研究生，思维活跃，执行力强。不限专业。 职责：考试项目负责制，确保每种考试产品（电子书、题库、网课、直播等）的质量并及时上线。 待遇：月薪15000元（其中3000元为绩效）+提成+公司股票（免费住宿） 说明：（1）计算机、会计、工程、医学、金融等专业优先考虑。 （2）可选择北京、武汉、西安、沈阳、成都、合肥、南昌、长沙、太原、南京等公司工作，但需去北京或武汉培训（实习）三个月。,sc100good@163.com
圣才电子书（武汉）有限公司,电子书编辑助理,不限专业,20,8000-9999,本科,全职,要求：本科及以上，学习成绩良好。不限专业。 职责：辅助编辑整理电子书内容、教学安排，管理本专业网站。 待遇：应届本科生月薪6000～8000元+提成，应届研究生月薪8000～10000元+提成。,sc100good@163.com
圣才电子书（武汉）有限公司,课程顾问,不限专业,20,8000-9999,本科,全职,要求：善于沟通，特别欢迎无经验有激情的应届毕业生（不限专业）。 职责：线上为客户提供考研考证咨询服务，推荐考研考证的课程、电子书、题库、视频等。 待遇：月薪8000元（其中4000元为绩效）+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,产品策划师,不限专业,5,6000-7999,本科,全职,要求：本科及以上，学习成绩良好。不限专业。 职责：负责公司的视频、电子书（题库）等产品的组配、包装、质量把关以及对外合作。 待遇：本科生月薪5000～8000元+业绩提成，研究生月薪8000～10000元+业绩提成。,sc100good@163.com
圣才电子书（武汉）有限公司,外联人事,不限专业,6,4500-5999,本科,全职,要求：本科，善于沟通，不限专业。 职责：招聘兼职编辑、兼职讲师、全职人员，以及办公室相关事务。 待遇：月薪4000～8000元+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,客服专员,不限专业,10,4500-5999,本科,全职,要求：本科，做事认真细心，不限专业。 职责：负责天猫等平台的网店客户业务咨询，及网店和公司网站的用户售后处理。 待遇：本科生月薪4000～8000元+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,网络运营,不限专业,6,4500-5999,本科,全职,要求：本科及以上，学习成绩良好。不限专业。 职责：负责公司网站产品包装、产品详情及考试资讯等内容更新、优化，以及天猫等平台的网店运营。 待遇：本科生月薪4000～8000元+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,营销策划,不限专业,5,4500-5999,本科,全职,要求：本科，思维敏捷，不限专业。 职责：负责公司网站专题、营销活动的策划、设计和宣传，以及自媒体平台的运营管理。 待遇：本科生月薪4000～8000元+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,网络推广,不限专业,5,4500-5999,本科,全职,要求：本科，网络熟悉，不限专业。 职责：通过网络渠道（贴吧、论坛、QQ群等），推广网站及APP，提升网站流量和咨询量。 待遇：本科生月薪4000～8000元+业绩提成,sc100good@163.com
圣才电子书（武汉）有限公司,电子书（视频）制作师,不限专业,5,4500-5999,本科,全职,要求：本科及以上，学习成绩良好。不限专业（教育技术专业优先）。 职责：电子书以及视频的制作，录课剪辑等。 待遇：本科生月薪4000～8000元，研究生月薪6000～10000元（有经验者面议）。,sc100good@163.com
圣才电子书（武汉）有限公司,电子书平台运营经理,不限专业,5,6000-7999,不限,全职,要求：本科及以上，学习成绩良好。不限专业。 职责：主要负责电子书平台频道内容的组织策划活动；邀请有优质资源的人才以及传统媒体、新媒体入驻。 待遇：月薪5000～10000元+业绩提成,sc100good@163.com
义乌潘朵电子商务有限公司,管培生（运营）,不限专业,12,4500-5999,本科,全职,1.公司储备管理岗，入职参加封闭式脱岗培训，并且在入职1年内，都会安排系统性培训 2.在公司品类、销售、供应链等部门参加轮岗培养,chunli.yan@panduo.com.cn
义乌潘朵电子商务有限公司,小语种销售运营（德/日）,不限专业,18,4500-5999,本科,全职,1.分析竞争对手，制定销售计划，完成销售任务 2.以邮件的形式，处理客户问题。,chunli.yan@panduo.com.cn
义乌潘朵电子商务有限公司,英语销售运营 ,不限专业,10,4500-5999,本科,全职,店铺掌柜（产品编辑、上架、销售、管理）,chunli.yan@panduo.com.cn
义乌潘朵电子商务有限公司,销售客服专员,不限专业,10,3000-4499,本科,全职,海外客户经理，负责客户邮件处理及客户维护管理工作。,chunli.yan@panduo.com.cn
武汉景美天成生态开发有限公司,绿化施工员,"【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】茶学,【本科】园艺,【本科】风景园林",5,2000-2999,本科,全职,,441360085@qq.com
武汉景美天成生态开发有限公司,绿化景观资料员,"【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】茶学,【本科】园艺,【本科】风景园林,【本科】农林经济管理",5,2000-2999,本科,全职,,441360085@qq.com
武汉景美天成生态开发有限公司,苗圃基地管理员,"【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】茶学,【本科】园艺,【本科】风景园林",5,2000-2999,大专,全职,,441360085@qq.com
武汉景美天成生态开发有限公司,后勤助理,"【本科】人力资源管理,【本科】工商管理,【本科】农林经济管理",3,2000-2999,本科,全职,,441360085@qq.com
武汉景美天成生态开发有限公司,财务助理,【本科】会计学,3,2000-2999,本科,全职,,441360085@qq.com
武汉景美天成生态开发有限公司,采购助理,"【本科】会计学,【本科】经济学,【本科】工商管理,【本科】农林经济管理",3,2000-2999,本科,全职,,441360085@qq.com
曼迪匹艾（武汉）科技服务有限公司,英文学术期刊助理编辑,"【本科】应用化学,【本科】环境科学,【本科】地理信息科学,【本科】环境生态工程,【本科】环境工程,【本科】机械设计制造及其自动化,【本科】自动化,【本科】能源与动力工程,【本科】机械电子工程,【本科】动物科学,【本科】生物工程,【本科】食品科学与工程,【本科】食品质量与安全,【本科】计算机科学与技术",10,8000-9999,硕士,全职,1. 硕士及以上学历，相关理工科专业背景：数学物理类，资源环境类，生物医药类，材料化学类，遥感地理类，计算模拟类等； 2. 英语六级； 3. 熟练使用office办公软件； 4. 良好的语言表达能力和沟通能力，有热情，工作耐心细致。,hr-wuhan@mdpi.com
曼迪匹艾（武汉）科技服务有限公司,制作编辑,不限专业,10,4500-5999,本科,全职,1.本科及以上学历，专业不限； 2.英语四级，有较好的英语读写能力； 3.熟练word等office办公软件，有排版工作经验者优先； 4.良好的语言表达能力和沟通能力，有热情，工作耐心细致。,hr-wuhan@mdpi.com
武汉盛大神农生物工程有限公司,销售代表,不限专业,20,4500-5999,本科,全职,专业不限，正能量，责任心强，欲挑战高薪，渴望成功，有院系学生干部任职经历者优先。,shengdazhaopin@126.com
武汉盛大神农生物工程有限公司,研发工程师,"【本科】农业资源与环境,【本科】农学",2,6000-7999,硕士,全职,专业知识扎实，有创新意识和较强的管理能力。植物营养、农业资源与环境、土壤肥料学等农学类专业。,shengdazhaopin@126.com
武汉盛大神农生物工程有限公司,研发高级工程师,【本科】农业资源与环境,2,8000-9999,博士,全职,专业知识优异，有强烈的创新意识和较强的管理能力。植物营养、农业资源与环境、土壤肥料学等农学类专业。,shengdazhaopin@126.com
武汉盛大神农生物工程有限公司,技术讲师,"【本科】农学,【本科】农业资源与环境",2,6000-7999,硕士,全职,植物营养、农业资源与环境等农学类专业，擅长演讲。,shengdazhaopin@126.com
宜都市东阳光实业发展有限公司,技术员/工艺员/研究员,"【本科】生物工程,【本科】应用化学,【本科】信息与计算科学,【本科】环境工程,【本科】机械设计制造及其自动化,【本科】自动化,【本科】计算机科学与技术",20,6000-7999,本科,全职,,275956079@qq.com
广州南方测绘科技股份有限公司,责任编辑,"【本科】广告学,【本科】视觉传达设计",2,4500-5999,本科,全职,本科及以上学历，新闻、中文相关专业,hrdpt@southsurvey.com
广州南方测绘科技股份有限公司,管理培训生,"【本科】地理信息科学,【本科】土地资源管理",3,4500-5999,本科,全职,本科及以上学历，测绘、管理类专业,hrdpt@southsurvey.com
广州南方测绘科技股份有限公司,软件研发工程师,"【本科】能源与动力工程,【本科】机械设计制造及其自动化,【本科】自动化,【本科】计算机科学与技术",9,6000-7999,本科,全职,本科及以上学历，计算机/电子类/惯导定位,hrdpt@southsurvey.com
广州南方测绘科技股份有限公司,技术支持工程师,【本科】地理信息科学,18,4500-5999,本科,全职,本科及以上学历，测绘相关专业优先,hrdpt@southsurvey.com
广州南方测绘科技股份有限公司,销售工程师,"【本科】地理信息科学,【本科】土地资源管理,【本科】市场营销,【本科】国际经济与贸易",26,4500-5999,不限,全职,本科及以上学历，测绘相关专业,hrdpt@southsurvey.com
汇绿园林建设发展有限公司,景观设计师,【本科】风景园林,5,3000-4499,本科,全职,,daibei@cnhlyl.com
武汉天问生物科技有限公司,实验室技术员,"【本科】农学,【本科】种子科学与工程,【本科】国家生物学理科基地（生物科学）,【本科】植物保护,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】植物科学与技术,【本科】生物工程",6,3000-4499,不限,全职,,min_du@towinbio.com
武汉天问生物科技有限公司,研发部技术员,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",2,4500-5999,不限,全职,,min_du@towinbio.com
武汉天问生物科技有限公司,销售代表,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",2,3000-4499,不限,全职,,min_du@towinbio.com
青岛根源生物技术集团有限公司,研发工程师,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】食品科学与工程",10,6000-7999,硕士,全职,,hr@qdgenyuan.com
青岛根源生物技术集团有限公司,销售代表,"【本科】动物医学,【本科】动物科学,【本科】水产养殖学",10,4500-5999,本科,全职,,hr@qdgenyuan.com
青岛根源生物技术集团有限公司,养殖技术服务,"【本科】动物医学,【本科】动物科学,【本科】水产养殖学",10,4500-5999,本科,全职,,hr@qdgenyuan.com
广州基迪奥生物科技有限公司,技术支持（农/医）,"【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】种子科学与工程,【本科】动物医学,【本科】动物科学,【本科】水族科学与技术,【本科】水产养殖学",15,8000-9999,硕士,全职,详见招聘公告,resume@genedenovo.com
广州基迪奥生物科技有限公司,产品专员,"【本科】农学,【本科】植物保护,【本科】生物工程",5,6000-7999,硕士,全职,详见招聘公告,resume@genedenovo.com
广州基迪奥生物科技有限公司,实验研发技术员,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】生物工程",2,6000-7999,硕士,全职,,resume@genedenovo.com
广州基迪奥生物科技有限公司,生物分析工程师,"【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物信息学,【本科】计算机科学与技术",5,8000-9999,本科,全职,,resume@genedenovo.com
广州基迪奥生物科技有限公司,技术型销售工程师（农学/医学）,"【本科】农学,【本科】植物保护,【本科】动物医学,【本科】动物科学,【本科】水族科学与技术,【本科】水产养殖学",20,8000-9999,硕士,全职,,resume@genedenovo.com
广州基迪奥生物科技有限公司,实验室技术员,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】生物工程,【本科】动物医学,【本科】动物科学,【本科】水族科学与技术,【本科】水产养殖学",10,6000-7999,本科,全职,,resume@genedenovo.com
北京百迈客生物科技有限公司,NGS销售,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】园林,【本科】林学,【本科】茶学,【本科】设施农业科学与工程,【本科】园艺,【本科】风景园林,【本科】动物科学,【本科】动物医学,【本科】生物信息学",10,6000-7999,硕士,全职,,lujj@biomarker.com.cn
北京百迈客生物科技有限公司,运营经理,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】动物医学,【本科】动物科学,【本科】生物信息学",10,4500-5999,本科,全职,,lujj@biomarker.com.cn
北京百迈客生物科技有限公司,分子实验员,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】动物医学,【本科】动物科学,【本科】生物信息学",10,4500-5999,本科,全职,,lujj@biomarker.com.cn
北京百迈客生物科技有限公司,生物信息工程师,【本科】生物信息学,10,6000-7999,硕士,全职,,lujj@biomarker.com.cn
中船重工中南装备有限责任公司,机械设计,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】能源与动力工程",4,4500-5999,本科,全职,,znzb388@163.com
中船重工中南装备有限责任公司,电气设计,"【本科】机械电子工程,【本科】自动化",2,4500-5999,本科,全职,,znzb388@163.com
中船重工中南装备有限责任公司,机加工艺设计,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化",5,4500-5999,本科,全职,,znzb388@163.com
中船重工中南装备有限责任公司,环保技术研发,"【本科】应用化学,【本科】环境生态工程,【本科】环境工程",2,4500-5999,本科,全职,,znzb388@163.com
中船重工中南装备有限责任公司,经营,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】自动化,【本科】能源与动力工程,【本科】经济学,【本科】工商管理,【本科】市场营销,【本科】国际经济与贸易,【本科】商务英语,【本科】英语",8,4500-5999,本科,全职,,znzb388@163.com
中交二航局第一工程有限公司,人力资源管理,"【本科】人力资源管理,【本科】工商管理,【本科】行政管理",5,8000-9999,本科,全职,无,1187543325@qq.com
中交二航局第一工程有限公司,环境工程,"【本科】环境科学,【本科】环境工程",5,8000-9999,本科,全职,无,1187543325@qq.com
佛山市海天调味食品股份有限公司,销售业务类,"【本科】市场营销,【本科】英语",10,6000-7999,本科,全职,本科及以上，市场营销、英语、法语、德语、西班牙语等相关专业（国内业务专业可不限）。,hthr@haday.cn
佛山市海天调味食品股份有限公司,研发技术类,"【本科】食品科学与工程,【本科】食品质量与安全,【本科】生物工程",5,8000-9999,硕士,全职,硕士以上，食品科学与工程、微生物类、发酵类、生物工 程、制糖工程等相关专业。,hthr@haday.cn
佛山市海天调味食品股份有限公司,信息智能类,【本科】计算机科学与技术,5,6000-7999,本科,全职,本科及以上，计算机科学与技术、软件工程、电气自动化等相关专业。,hthr@haday.cn
佛山市海天调味食品股份有限公司,工艺技术类,"【本科】食品科学与工程,【本科】食品质量与安全,【本科】生物工程",5,8000-9999,硕士,全职,硕士及以上，食品科学与工程、生物工程等相关专业。,hthr@haday.cn
佛山市海天调味食品股份有限公司,设备工程类,"【本科】机械设计制造及其自动化,【本科】农业机械化及其自动化,【本科】自动化",5,6000-7999,本科,全职,本科及以上，机械设计及其自动化、自动化、土木工程等相关专业。,hthr@haday.cn
佛山市海天调味食品股份有限公司,综合职能类,"【本科】人力资源管理,【本科】工商管理,【本科】会计学",5,6000-7999,本科,全职,本科及以上，管理学类、人力资源管理、会计、财务管理、新闻学、法学、设计策划类等相关专业。,hthr@haday.cn
武汉航天远景科技股份有限公司,研发工程师,"【本科】计算机科学与技术,【本科】地理信息科学",8,8000-9999,硕士,全职,,xmp@visiontek.cn
武汉航天远景科技股份有限公司,销售经理,不限专业,2,6000-7999,本科,全职,,xmp@visiontek.cn
武汉航天远景科技股份有限公司,海外销售经理,【本科】英语,1,6000-7999,本科,全职,,xmp@visiontek.cn
湖南省科域生物医药科技有限公司武汉分公司,生物/医学实验设计,"【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】动物医学,【本科】动物科学,【本科】水产养殖学",10,4500-5999,本科,实习,职责描述： 1、学习“实验设计”岗位相关培训资料 2、根据课题要求进行实验方案的初稿设计 3、根据要求对实验方案进行修改和完善,3163982396@qq.com
湖南省科域生物医药科技有限公司武汉分公司,英文翻译,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】动物医学,【本科】动物科学,【本科】英语,【本科】商务英语",10,4500-5999,本科,实习,岗位职责： 1. 翻译公司内部的生物医学相关材料文件 2. 参与公司内部的岗位培训，并进行技能分享 3. 技能优秀者，参与公司实习生培训工作,3163982396@qq.com
湖南省科域生物医药科技有限公司武汉分公司,生物信息学,【本科】生物信息学,10,4500-5999,本科,实习,岗位职责： 1. 生物信息学平台的搭建和优化 2. 统计类和算法类程序的开发 3. 数据库平台搭建与维护,3163982396@qq.com
湖南省科域生物医药科技有限公司武汉分公司,平面设计,"【本科】视觉传达设计,【本科】广告学",5,4500-5999,本科,实习,岗位职责： 1.根据要求对相关图片进行简单的处理、排版等； 2.完成企业内部海报，LOGO，宣传手册等设计工作； 3.负责市场部对外宣传的相关宣传资料的设计。,3163982396@qq.com
湖南省科域生物医药科技有限公司武汉分公司,生物实验员,"【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】生物工程,【本科】动物医学,【本科】动物科学,【本科】水产养殖学",5,4500-5999,本科,实习,岗位职责： 按照实验设计高质量地完成分子生物学／分子医学实验，如样品提取、PCR、凝胶电泳、Western blot、染色／显色照相、质粒构建转染和表达、细胞培养、双荧光素酶报告实验、小鼠模型构建、裸鼠成瘤以及实验室日常维护工作等。,3163982396@qq.com
湖南省科域生物医药科技有限公司武汉分公司,医学信息沟通专员,不限专业,10,6000-7999,本科,实习,岗位职责： 1.贯彻公司推广方针，负责医学信息推广，提供产品学术信息，达成公司指标； 2.客户的开发与日常维护，相关专家的维护与联络； 3.收集汇总市场医学信息，做出合适分析及建议； 4.与客户建立良好关系，保持公司形象； 5.能严格管理自己的业务行为，确保日常销售工作全部遵循公司政策、行业准则及相关法律法规。,3163982396@qq.com
中原地产代理（深圳）有限公司,策划管理培训生,不限专业,15,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,职能管培生,不限专业,10,6000-7999,硕士,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,研究员,不限专业,5,6000-7999,硕士,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,企划专员,"【本科】工商管理,【本科】国际经济与贸易,【本科】市场营销,【本科】经济学,【本科】社会学,【本科】社会工作,【本科】广告学,【本科】行政管理,【本科】工程管理,【本科】信息管理与信息系统",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,助理发展顾问,不限专业,10,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,数据分析专员,"【本科】经济学,【本科】工商管理,【本科】市场营销,【本科】国际经济与贸易,【本科】工程管理,【本科】行政管理,【本科】信息管理与信息系统",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,招聘专员,【本科】人力资源管理,2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,培训发展专员,"【本科】人力资源管理,【本科】工商管理,【本科】国际经济与贸易,【本科】市场营销,【本科】社会学,【本科】社会工作,【本科】行政管理,【本科】工程管理",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,员工关系专员,【本科】人力资源管理,2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,网络编辑,"【本科】广告学,【本科】视觉传达设计,【本科】社会工作,【本科】社会学,【本科】工商管理,【本科】市场营销",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,内容运营专员,"【本科】广告学,【本科】视觉传达设计,【本科】社会工作,【本科】社会学,【本科】工商管理,【本科】国际经济与贸易,【本科】市场营销,【本科】工程管理",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,活动运营专员,"【本科】社会学,【本科】社会工作,【本科】广告学,【本科】视觉传达设计,【本科】市场营销,【本科】国际经济与贸易,【本科】工商管理,【本科】工程管理",2,6000-7999,本科,全职,,campus@centaline.com.cn
中原地产代理（深圳）有限公司,市场调研专员,"【本科】市场营销,【本科】国际经济与贸易,【本科】工商管理,【本科】广告学,【本科】视觉传达设计,【本科】社会学,【本科】社会工作,【本科】工程管理",2,6000-7999,本科,全职,,campus@centaline.com.cn
北京中科海讯数字科技股份有限公司,硬件工程师,"【本科】计算机科学与技术,【本科】信息与计算科学",6,10000-14999,硕士,全职,1.熟悉数字电路设计； 2.熟悉Layout; 3.了解Linux或其他嵌入式系统； 4.有DSP/FPGA/网络交换硬件设计经验者优先。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,软件工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",6,10000-14999,硕士,全职,1.精通C语言，熟悉应用C++软件开发工具，编写和调试C/C++程序； 2.有良好的语言组织能力，能够在开发的过程中独立完成相关文档的编写； 3.对ARM、PowerPC、DSP等处理器的硬件工作原理有较深入得理解，能参与硬件相关的底层软件开发与调试； 4.能够熟练阅读和理解英文资料； 5.具备软件工程知识，具有良好、规范的编程习惯和技术文档编写习惯。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,逻辑工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",6,10000-14999,硕士,全职,"1.熟练使用仿真工具和调试工具； 2.熟练至少一门硬件描述语言； 3.熟悉ADC/DAC接口逻辑设计； 4.熟悉DDR接口和各类高速接口，如SRIO,Ethernet等；",rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,雷达仿真算法工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",2,10000-14999,硕士,全职,1.电子信息类、电气类专业； 2.愿意从事雷达电子对抗专业，有志于国防建设； 3.掌握雷达及电子对抗专业相关知识； 4.熟练掌握C++、Matlab等软件；,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,雷达信号处理软件工程师,【本科】计算机科学与技术,2,10000-14999,硕士,全职,愿意从事雷达电子对抗专业，有志于国防建设；  1.掌握雷达及电子对抗专业相关知识； 2.熟练掌握C++、Matlab等软件；,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,C++软件工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",3,10000-14999,硕士,全职,1.愿意从事雷达电子对抗专业，有志于国防建设 2.具有较强的软硬件开发能力； 3.熟练掌握C++编程； 4.具有雷达专业知识者优先。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,虚拟现实软件工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",3,10000-14999,硕士,全职,1.电子信息类、计算机软件类、理学类，本科及以上学历； 2.愿意从事雷达电子对抗专业，有志于国防建设 3.具有较强的软硬件开发能力； 4.熟练掌握C++编程； 5.具有雷达专业知识者优先。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,软件研发工程师,【本科】计算机科学与技术,4,10000-14999,硕士,全职,1、本科及以上学历，软件工程或电子信息等相关专业。 2、熟练掌握 C语言编程，熟悉 Vxworks、QT者优先，有相关界面开发经验者优先。 3、具有良好文档编写能力。 4、具备良好的沟通与团队协作能力,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,机械结构设计师,"【本科】机械设计制造及其自动化,【本科】自动化",2,10000-14999,硕士,全职,1、负责参与信号处理机机箱的结构和散热设计方案制定；  2、负责信号处理机箱的散热结构仿真；  3、负责机箱结构安装调试。 职位要求：  1、本科以上学历，机械设计制造及其自动化专业； 2、熟练使用solidworks、autocade、ansys等软件；  3、具有良好团队意识肯协作能力。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,声纳算法工程师,【本科】计算机科学与技术,2,10000-14999,硕士,全职,1.硕士及以上学历，水声工程或电子信息、信号处理等相关专业； 2.熟练使用matlab，C语言，熟悉数字信号处理算法原理或声纳算法及技术； 3.具有良好的文档编写能力； 4.工作踏实，具有团队合作意识； 5.具备良好的沟通与团队协作能力； 爱好：篮球，足球等各项体育运动 注：硕士优先考虑，优秀的本科生也可考虑,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,通信信号截获分析算法工程师,【本科】计算机科学与技术,2,10000-14999,硕士,全职,1、硕士及以上学历，通信对抗、电子对抗或通信信息系统等相关专业。 2、掌握通信信号侦察、信道盲均衡等相关的算法，具有相关项目经验者优先。 3、熟练掌握Matlab编程、通信系统仿真软件。 4、具有良好文档编写能力。 5、具备良好的沟通与团队协作能力。,rlzyb@zhongkehaixun.com
北京中科海讯数字科技股份有限公司,数字信号处理软件工程师,【本科】计算机科学与技术,2,10000-14999,硕士,全职,1、本科及以上学历，水声工程或电子信息、信号处理等相关专业。 2、掌握数字信号处理常用算法或声纳相关技术。 3、熟练掌握 Matlbe、C语言编程。 4、具有良好文档编写能,rlzyb@zhongkehaixun.com
